match_no,date,stage,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,15.5,Shahrukh Khan,Yuzvendra Chahal,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,15.6,Washington Sundar,Yuzvendra Chahal,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,16.1,Washington Sundar,Marco Jansen,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,16.2,Shahrukh Khan,Marco Jansen,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,16.3,Washington Sundar,Marco Jansen,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,16.4,Shahrukh Khan,Marco Jansen,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,16.5,Washington Sundar,Marco Jansen,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,16.6,Washington Sundar,Marco Jansen,2,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,17.1,Shahrukh Khan,Xavier Bartlett,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,17.2,Washington Sundar,Xavier Bartlett,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,17.2,Washington Sundar,Xavier Bartlett,0,1,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,17.3,Washington Sundar,Xavier Bartlett,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,17.4,Washington Sundar,Xavier Bartlett,4,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,17.5,Washington Sundar,Xavier Bartlett,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,17.6,Shahrukh Khan,Xavier Bartlett,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,18.1,Washington Sundar,Vijaykumar Vyshak,0,0,0,0,0,0,caught,Washington Sundar,Arshdeep Singh
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,18.2,Rahul Tewatia,Vijaykumar Vyshak,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,18.3,Rahul Tewatia,Vijaykumar Vyshak,2,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,18.4,Rahul Tewatia,Vijaykumar Vyshak,2,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,18.5,Rahul Tewatia,Vijaykumar Vyshak,0,1,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,18.5,Rahul Tewatia,Vijaykumar Vyshak,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,18.6,Shahrukh Khan,Vijaykumar Vyshak,0,0,0,0,0,0,caught,Shahrukh Khan,Arshdeep Singh
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.1,Rahul Tewatia,Arshdeep Singh,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.1,Rahul Tewatia,Arshdeep Singh,0,1,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.2,Rahul Tewatia,Arshdeep Singh,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.3,Rahul Tewatia,Arshdeep Singh,4,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.4,Rahul Tewatia,Arshdeep Singh,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.4,Rashid Khan,Arshdeep Singh,0,2,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.4,Rashid Khan,Arshdeep Singh,0,1,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.4,Rahul Tewatia,Arshdeep Singh,1,1,0,0,0,1,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.5,Rahul Tewatia,Arshdeep Singh,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.6,Rashid Khan,Arshdeep Singh,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,1,19.6,Rashid Khan,Arshdeep Singh,0,1,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,0.1,Priyansh Arya,Mohammed Siraj,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,0.2,Priyansh Arya,Mohammed Siraj,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,0.3,Priyansh Arya,Mohammed Siraj,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,0.4,Priyansh Arya,Mohammed Siraj,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,0.5,Priyansh Arya,Mohammed Siraj,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,0.6,Priyansh Arya,Mohammed Siraj,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,1.1,Priyansh Arya,Kagiso Rabada,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,1.2,Priyansh Arya,Kagiso Rabada,0,0,0,0,0,0,caught,Priyansh Arya,Ashok Sharma
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,1.3,Cooper Connolly,Kagiso Rabada,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,1.4,Cooper Connolly,Kagiso Rabada,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,1.5,Prabhsimran Singh,Kagiso Rabada,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,1.6,Cooper Connolly,Kagiso Rabada,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,2.1,Cooper Connolly,Mohammed Siraj,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,2.2,Cooper Connolly,Mohammed Siraj,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,2.3,Prabhsimran Singh,Mohammed Siraj,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,2.4,Prabhsimran Singh,Mohammed Siraj,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,2.5,Cooper Connolly,Mohammed Siraj,2,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,2.6,Cooper Connolly,Mohammed Siraj,4,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,3.1,Prabhsimran Singh,Kagiso Rabada,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,3.2,Prabhsimran Singh,Kagiso Rabada,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,3.3,Prabhsimran Singh,Kagiso Rabada,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,3.4,Prabhsimran Singh,Kagiso Rabada,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,3.5,Cooper Connolly,Kagiso Rabada,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,3.6,Cooper Connolly,Kagiso Rabada,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,4.1,Prabhsimran Singh,Ashok Sharma,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,4.2,Cooper Connolly,Ashok Sharma,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,4.3,Cooper Connolly,Ashok Sharma,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,4.4,Cooper Connolly,Ashok Sharma,0,1,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,4.4,Cooper Connolly,Ashok Sharma,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,4.5,Cooper Connolly,Ashok Sharma,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,4.6,Prabhsimran Singh,Ashok Sharma,4,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,5.1,Cooper Connolly,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,5.2,Cooper Connolly,Rashid Khan,4,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,5.3,Cooper Connolly,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,5.4,Prabhsimran Singh,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,5.5,Prabhsimran Singh,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,5.6,Prabhsimran Singh,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,6.1,Cooper Connolly,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,6.2,Prabhsimran Singh,Washington Sundar,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,6.3,Prabhsimran Singh,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,6.4,Cooper Connolly,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,6.5,Prabhsimran Singh,Washington Sundar,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,6.6,Prabhsimran Singh,Washington Sundar,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,7.1,Cooper Connolly,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,7.2,Cooper Connolly,Rashid Khan,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,7.3,Cooper Connolly,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,7.4,Prabhsimran Singh,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,7.5,Prabhsimran Singh,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,7.6,Prabhsimran Singh,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,8.1,Prabhsimran Singh,Washington Sundar,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,8.2,Prabhsimran Singh,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,8.3,Cooper Connolly,Washington Sundar,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,8.4,Cooper Connolly,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,8.5,Prabhsimran Singh,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,8.6,Cooper Connolly,Washington Sundar,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,9.1,Prabhsimran Singh,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,9.2,Cooper Connolly,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,9.3,Prabhsimran Singh,Rashid Khan,0,0,0,0,0,0,caught,Prabhsimran Singh,Prasidh Krishna
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,9.4,Shreyas Iyer,Rashid Khan,2,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,9.5,Shreyas Iyer,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,9.6,Cooper Connolly,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,10.1,Shreyas Iyer,Ashok Sharma,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,10.2,Shreyas Iyer,Ashok Sharma,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,10.3,Shreyas Iyer,Ashok Sharma,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,10.4,Shreyas Iyer,Ashok Sharma,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,10.5,Shreyas Iyer,Ashok Sharma,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,10.6,Shreyas Iyer,Ashok Sharma,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,11.1,Shreyas Iyer,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,11.2,Cooper Connolly,Rashid Khan,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,11.3,Cooper Connolly,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,11.4,Shreyas Iyer,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,11.5,Cooper Connolly,Rashid Khan,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,11.6,Cooper Connolly,Rashid Khan,2,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,12.1,Shreyas Iyer,Prasidh Krishna,0,0,0,0,0,0,caught,Shreyas Iyer,Washington Sundar
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,12.2,Nehal Wadhera,Prasidh Krishna,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,12.3,Nehal Wadhera,Prasidh Krishna,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,12.4,Nehal Wadhera,Prasidh Krishna,2,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,12.5,Nehal Wadhera,Prasidh Krishna,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,12.6,Nehal Wadhera,Prasidh Krishna,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,13.1,Nehal Wadhera,Washington Sundar,0,0,0,0,0,0,caught,Nehal Wadhera,Shubman Gill
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,13.2,Shashank Singh,Washington Sundar,2,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,13.3,Shashank Singh,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,13.4,Cooper Connolly,Washington Sundar,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,13.5,Cooper Connolly,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,13.6,Shashank Singh,Washington Sundar,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,14.1,Shashank Singh,Prasidh Krishna,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,14.2,Shashank Singh,Prasidh Krishna,0,0,0,0,0,0,caught,Shashank Singh,Jos Buttler
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,14.3,Marcus Stoinis,Prasidh Krishna,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,14.4,Marcus Stoinis,Prasidh Krishna,0,0,0,0,0,0,caught,Marcus Stoinis,Rashid Khan
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,14.5,Marco Jansen,Prasidh Krishna,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,14.6,Cooper Connolly,Prasidh Krishna,0,1,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,14.6,Cooper Connolly,Prasidh Krishna,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,15.1,Cooper Connolly,Kagiso Rabada,4,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,15.2,Cooper Connolly,Kagiso Rabada,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,15.3,Marco Jansen,Kagiso Rabada,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,15.4,Marco Jansen,Kagiso Rabada,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,15.5,Cooper Connolly,Kagiso Rabada,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,GT,2,15.6,Cooper Connolly,Kagiso Rabada,6,0,0,0,0,0,,,
